Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12
29/11/2019,9:54 AM,33,31,92%,SE,10mph,0mph,28.91in,0.0in,og,1:00 AM
29/11/2019,10:54 AM,34,32,92%,ESE,9mph,0mph,28.88in,0.0in,Cloudy,1:00 AM
29/11/2019,11:54 AM,34,32,92%,SE,10mph,0mph,28.87in,0.0in,Cloudy,1:00 AM
29/11/2019,12:54 PM,34,33,96%,ESE,7mph,0mph,28.82in,0.0in,Cloudy,1:00 AM
29/11/2019,1:54 PM,35,33,92%,ESE,10mph,0mph,28.79in,0.0in,Rain,1:00 AM
29/11/2019,2:54 PM,35,33,92%,E,12mph,0mph,28.74in,0.0in,Cloudy,1:00 AM
29/11/2019,3:54 PM,35,33,92%,E,13mph,0mph,28.71in,0.0in,Cloudy,1:00 AM
29/11/2019,4:54 PM,36,34,93%,ESE,14mph,0mph,28.71in,0.0in,Cloudy,1:00 AM
29/11/2019,5:54 PM,36,34,93%,ESE,9mph,0mph,28.67in,0.0in,og,1:00 AM
29/11/2019,6:54 PM,36,34,93%,ESE,10mph,0mph,28.66in,0.0in,Cloudy,1:00 AM
29/11/2019,7:54 PM,36,34,93%,ESE,12mph,0mph,28.61in,0.0in,Cloudy,1:00 AM
29/11/2019,8:54 PM,36,34,93%,ESE,16mph,0mph,28.59in,0.0in,Cloudy,1:00 AM
29/11/2019,9:54 PM,37,34,89%,ESE,17mph,0mph,28.54in,0.0in,Cloudy,1:00 AM
29/11/2019,10:54 PM,37,34,89%,SE,12mph,0mph,28.54in,0.0in,Cloudy,1:00 AM
29/11/2019,11:54 PM,37,35,93%,ESE,13mph,0mph,28.47in,0.0in,Cloudy,1:00 AM
30/11/2019,12:54 AM,37,35,93%,SE,15mph,22mph,28.45in,0.0in,Cloudy,###############################################################################################################################################################################################################################################################
30/11/2019,1:54 AM,37,35,93%,ESE,14mph,0mph,28.39in,0.0in,Cloudy,1:00 AM
30/11/2019,2:54 AM,38,36,93%,SE,13mph,0mph,28.35in,0.0in,Cloudy,1:00 AM
30/11/2019,3:54 AM,39,37,93%,SE,12mph,0mph,28.32in,0.0in,og,1:00 AM
30/11/2019,4:54 AM,40,38,93%,SE,13mph,0mph,28.27in,0.0in,Cloudy,1:00 AM
30/11/2019,5:54 AM,41,39,93%,SE,13mph,0mph,28.24in,0.0in,Cloudy,1:00 AM
30/11/2019,6:54 AM,42,40,92%,SSE,12mph,0mph,28.22in,0.0in,Cloudy,1:00 AM
30/11/2019,7:54 AM,43,40,89%,SSE,15mph,0mph,28.19in,0.0in,Cloudy,1:00 AM
30/11/2019,8:54 AM,45,41,86%,SSE,17mph,0mph,28.15in,0.0in,air,1:00 AM
30/11/2019,9:54 AM,47,40,77%,S,22mph,0mph,28.11in,0.0in,Mostly Cloudy / Windy,1:00 AM
30/11/2019,10:54 AM,49,38,66%,S,20mph,29mph,28.08in,0.0in,air,1:00 AM
30/11/2019,11:54 AM,50,34,54%,SSW,18mph,32mph,28.04in,0.0in,air,1:00 AM
30/11/2019,12:54 PM,49,33,54%,SW,21mph,33mph,28.02in,0.0in,Mostly Cloudy / Windy,1:00 AM
30/11/2019,1:54 PM,45,33,63%,WSW,22mph,39mph,28.02in,0.0in,Cloudy / Windy,1:00 AM
30/11/2019,2:54 PM,40,34,79%,WSW,21mph,31mph,28.03in,0.0in,Cloudy / Windy,1:00 AM
30/11/2019,3:54 PM,39,32,76%,WSW,18mph,31mph,28.06in,0.0in,Light Rain,1:00 AM
30/11/2019,4:54 PM,38,29,70%,WSW,18mph,31mph,28.07in,0.0in,Cloudy,1:00 AM
30/11/2019,5:54 PM,37,28,70%,WSW,23mph,35mph,28.08in,0.0in,Cloudy / Windy,1:00 AM
30/11/2019,6:54 PM,36,28,73%,WSW,21mph,32mph,28.05in,0.0in,Cloudy / Windy,1:00 AM
30/11/2019,7:54 PM,35,30,82%,W,21mph,29mph,28.05in,0.0in,Light Snow / Windy,1:00 AM
30/11/2019,8:54 PM,34,30,85%,W,18mph,35mph,28.05in,0.0in,Light Snow,1:00 AM
30/11/2019,9:54 PM,35,31,85%,WNW,23mph,38mph,28.08in,0.0in,Light Snow / Windy,1:00 AM
30/11/2019,10:54 PM,35,31,85%,NW,30mph,45mph,28.13in,0.0in,Light Snow / Windy,1:00 AM
30/11/2019,11:54 PM,35,30,82%,NW,31mph,48mph,28.20in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,12:54 AM,35,29,78%,NW,26mph,45mph,28.25in,0.0in,Light Snow / Windy,###############################################################################################################################################################################################################################################################
01/12/2019,1:54 AM,34,27,75%,NW,35mph,47mph,28.32in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,2:54 AM,34,26,73%,NW,29mph,46mph,28.37in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,3:54 AM,33,25,72%,NW,30mph,46mph,28.41in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,4:54 AM,32,23,69%,NW,28mph,45mph,28.44in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,5:54 AM,30,23,75%,NW,26mph,40mph,28.47in,0.0in,Light Snow / Windy,1:00 AM
01/12/2019,6:54 AM,30,22,72%,NW,26mph,40mph,28.50in,0.0in,Unknown Precipitation,1:00 AM
01/12/2019,7:54 AM,30,20,66%,NW,21mph,41mph,28.54in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,8:54 AM,30,21,69%,NW,24mph,38mph,28.59in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,9:54 AM,30,20,66%,NNW,30mph,43mph,28.64in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,10:54 AM,31,23,72%,NNW,25mph,35mph,28.68in,0.0in,Light Snow / Windy,1:00 AM
01/12/2019,11:54 AM,31,23,72%,NW,26mph,38mph,28.68in,0.0in,Light Snow / Windy,1:00 AM
01/12/2019,12:54 PM,31,22,69%,NW,22mph,31mph,28.69in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,1:54 PM,32,21,64%,NNW,28mph,36mph,28.71in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,2:54 PM,31,21,67%,NW,23mph,35mph,28.75in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,3:54 PM,31,22,69%,NW,21mph,31mph,28.79in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,4:54 PM,31,22,69%,NNW,22mph,36mph,28.82in,0.0in,Cloudy / Windy,1:00 AM
01/12/2019,5:54 PM,30,22,72%,NNW,21mph,29mph,28.86in,0.0in,Mostly Cloudy / Windy,1:00 AM
01/12/2019,6:54 PM,30,22,72%,NNW,20mph,26mph,28.87in,0.0in,Cloudy,1:00 AM
01/12/2019,7:54 PM,28,21,75%,NNW,17mph,28mph,28.88in,0.0in,air,1:00 AM
01/12/2019,8:54 PM,28,19,69%,NW,10mph,0mph,28.91in,0.0in,air,1:00 AM
01/12/2019,9:54 PM,26,18,71%,NNW,12mph,0mph,28.91in,0.0in,air,1:00 AM
01/12/2019,10:54 PM,26,18,71%,NW,12mph,0mph,28.93in,0.0in,air,1:00 AM
01/12/2019,11:54 PM,25,17,72%,NNW,12mph,0mph,28.93in,0.0in,air,1:00 AM
02/12/2019,12:54 AM,24,17,75%,WNW,9mph,0mph,28.94in,0.0in,air,###############################################################################################################################################################################################################################################################
02/12/2019,1:54 AM,22,16,78%,NNW,7mph,0mph,28.94in,0.0in,air,1:00 AM
02/12/2019,2:54 AM,21,15,78%,WNW,3mph,0mph,28.94in,0.0in,air,1:00 AM
02/12/2019,3:54 AM,21,16,81%,NW,5mph,0mph,28.94in,0.0in,air,1:00 AM
02/12/2019,4:54 AM,20,15,81%,W,5mph,0mph,28.95in,0.0in,air,1:00 AM
02/12/2019,5:54 AM,20,15,81%,W,7mph,0mph,28.98in,0.0in,air,1:00 AM
02/12/2019,6:54 AM,18,13,81%,E,3mph,0mph,28.94in,0.0in,air,1:00 AM
02/12/2019,7:54 AM,19,15,85%,S,3mph,0mph,28.94in,0.0in,air,1:00 AM
02/12/2019,8:54 AM,22,18,85%,WSW,3mph,0mph,28.96in,0.0in,air,1:00 AM
02/12/2019,9:54 AM,26,20,78%,SSW,5mph,0mph,28.94in,0.0in,air,1:00 AM
02/12/2019,10:54 AM,31,19,61%,SSW,6mph,0mph,28.94in,0.0in,air,1:00 AM
02/12/2019,11:54 AM,36,19,50%,S,8mph,0mph,28.90in,0.0in,air,1:00 AM
02/12/2019,12:54 PM,40,15,36%,SW,9mph,0mph,28.87in,0.0in,air,1:00 AM
02/12/2019,1:54 PM,42,15,34%,SSW,9mph,0mph,28.83in,0.0in,air,1:00 AM
02/12/2019,2:54 PM,43,19,38%,SSW,9mph,0mph,28.80in,0.0in,air,1:00 AM
02/12/2019,3:54 PM,42,20,41%,S,9mph,0mph,28.78in,0.0in,air,1:00 AM
02/12/2019,4:54 PM,38,19,47%,S,7mph,0mph,28.76in,0.0in,air,1:00 AM
02/12/2019,5:54 PM,33,20,59%,S,6mph,0mph,28.76in,0.0in,air,1:00 AM
02/12/2019,6:54 PM,30,20,66%,S,8mph,0mph,28.75in,0.0in,air,1:00 AM
02/12/2019,7:54 PM,33,20,59%,SSE,8mph,0mph,28.72in,0.0in,air,1:00 AM
02/12/2019,8:54 PM,37,20,50%,SW,6mph,0mph,28.72in,0.0in,air,1:00 AM
02/12/2019,9:54 PM,38,20,48%,SW,8mph,0mph,28.71in,0.0in,air,1:00 AM
02/12/2019,10:54 PM,37,20,50%,WSW,7mph,0mph,28.70in,0.0in,air,1:00 AM
02/12/2019,11:54 PM,36,21,55%,W,6mph,0mph,28.69in,0.0in,air,1:00 AM
03/12/2019,12:54 AM,34,22,61%,SW,6mph,0mph,28.66in,0.0in,air,###############################################################################################################################################################################################################################################################
03/12/2019,1:54 AM,35,24,64%,WSW,6mph,0mph,28.67in,0.0in,air,1:00 AM
03/12/2019,2:54 AM,34,25,70%,CALM,0mph,0mph,28.64in,0.0in,air,1:00 AM
03/12/2019,3:54 AM,30,25,82%,S,3mph,0mph,28.64in,0.0in,air,1:00 AM
03/12/2019,4:54 AM,29,25,85%,SSW,3mph,0mph,28.62in,0.0in,air,1:00 AM
03/12/2019,5:54 AM,28,25,88%,CALM,0mph,0mph,28.62in,0.0in,air,1:00 AM
03/12/2019,6:54 AM,27,24,89%,SSW,3mph,0mph,28.62in,0.0in,Partly Cloudy,1:00 AM
03/12/2019,7:54 AM,29,25,85%,SW,5mph,0mph,28.63in,0.0in,Partly Cloudy,1:00 AM
03/12/2019,8:54 AM,37,27,67%,W,6mph,0mph,28.64in,0.0in,air,1:00 AM
03/12/2019,9:54 AM,43,28,56%,W,6mph,0mph,28.64in,0.0in,air,1:00 AM
03/12/2019,10:54 AM,49,30,48%,NW,15mph,23mph,28.64in,0.0in,air,1:00 AM
03/12/2019,11:54 AM,52,30,43%,NW,16mph,0mph,28.63in,0.0in,air,1:00 AM
03/12/2019,12:54 PM,55,30,38%,NW,18mph,0mph,28.62in,0.0in,air,1:00 AM
03/12/2019,1:54 PM,56,30,37%,NW,15mph,0mph,28.62in,0.0in,air,1:00 AM
03/12/2019,2:54 PM,55,31,40%,WNW,12mph,0mph,28.63in,0.0in,air,1:00 AM
03/12/2019,3:54 PM,53,31,43%,WNW,14mph,0mph,28.64in,0.0in,air,1:00 AM
03/12/2019,4:54 PM,49,31,50%,WNW,13mph,0mph,28.65in,0.0in,air,1:00 AM
03/12/2019,5:54 PM,44,31,60%,W,8mph,0mph,28.66in,0.0in,air,1:00 AM
03/12/2019,6:54 PM,41,30,65%,W,7mph,0mph,28.67in,0.0in,air,1:00 AM
03/12/2019,7:54 PM,40,30,68%,W,7mph,0mph,28.68in,0.0in,air,1:00 AM
03/12/2019,8:54 PM,42,29,60%,WNW,9mph,0mph,28.67in,0.0in,air,1:00 AM
03/12/2019,9:54 PM,39,29,67%,W,5mph,0mph,28.67in,0.0in,air,1:00 AM
03/12/2019,10:54 PM,37,29,73%,WNW,6mph,0mph,28.67in,0.0in,air,1:00 AM
03/12/2019,11:54 PM,39,29,67%,WNW,3mph,0mph,28.68in,0.0in,air,1:00 AM
04/12/2019,12:54 AM,38,29,70%,W,9mph,0mph,28.68in,0.0in,air,###############################################################################################################################################################################################################################################################
04/12/2019,1:54 AM,37,28,70%,WNW,5mph,0mph,28.68in,0.0in,air,1:00 AM
04/12/2019,2:54 AM,36,28,73%,W,5mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,3:54 AM,36,28,73%,W,6mph,0mph,28.68in,0.0in,air,1:00 AM
04/12/2019,4:54 AM,36,28,73%,WNW,7mph,0mph,28.68in,0.0in,air,1:00 AM
04/12/2019,5:54 AM,36,28,73%,VAR,3mph,0mph,28.68in,0.0in,air,1:00 AM
04/12/2019,6:54 AM,31,26,82%,NNW,3mph,0mph,28.68in,0.0in,air,1:00 AM
04/12/2019,7:54 AM,32,26,79%,W,6mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,8:54 AM,37,29,73%,CALM,0mph,0mph,28.71in,0.0in,air,1:00 AM
04/12/2019,9:54 AM,46,30,54%,NW,8mph,0mph,28.71in,0.0in,air,1:00 AM
04/12/2019,10:54 AM,50,30,46%,WNW,10mph,0mph,28.72in,0.0in,air,1:00 AM
04/12/2019,11:54 AM,54,32,43%,WNW,6mph,0mph,28.72in,0.0in,air,1:00 AM
04/12/2019,1:54 PM,56,33,42%,NNW,6mph,0mph,28.69in,0.0in,air,2:00 AM
04/12/2019,2:54 PM,57,33,40%,NNW,8mph,0mph,28.68in,0.0in,air,1:00 AM
04/12/2019,3:54 PM,54,33,45%,NNW,6mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,4:54 PM,47,33,59%,CALM,0mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,5:54 PM,40,32,73%,CALM,0mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,6:54 PM,35,29,78%,CALM,0mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,7:54 PM,32,28,85%,CALM,0mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,8:54 PM,31,27,85%,CALM,0mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,9:54 PM,29,26,89%,CALM,0mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,10:54 PM,27,24,89%,CALM,0mph,0mph,28.69in,0.0in,air,1:00 AM
04/12/2019,11:54 PM,29,25,85%,CALM,0mph,0mph,28.68in,0.0in,air,1:00 AM
05/12/2019,12:54 AM,30,26,85%,CALM,0mph,0mph,28.67in,0.0in,air,###############################################################################################################################################################################################################################################################
05/12/2019,1:54 AM,24,21,88%,CALM,0mph,0mph,28.67in,0.0in,air,1:00 AM
05/12/2019,2:54 AM,26,23,88%,CALM,0mph,0mph,28.66in,0.0in,air,1:00 AM
05/12/2019,3:54 AM,26,24,92%,CALM,0mph,0mph,28.65in,0.0in,air,1:00 AM
05/12/2019,4:54 AM,27,23,85%,CALM,0mph,0mph,28.64in,0.0in,air,1:00 AM
05/12/2019,5:54 AM,25,23,92%,CALM,0mph,0mph,28.64in,0.0in,air,1:00 AM
05/12/2019,6:54 AM,22,19,89%,CALM,0mph,0mph,28.64in,0.0in,air,1:00 AM
05/12/2019,7:54 AM,26,22,84%,CALM,0mph,0mph,28.65in,0.0in,air,1:00 AM
05/12/2019,8:54 AM,31,28,89%,CALM,0mph,0mph,28.66in,0.0in,air,1:00 AM
05/12/2019,9:54 AM,37,31,79%,CALM,0mph,0mph,28.66in,0.0in,air,1:00 AM
05/12/2019,10:54 AM,44,34,68%,CALM,0mph,0mph,28.66in,0.0in,air,1:00 AM
05/12/2019,11:54 AM,50,36,59%,S,3mph,0mph,28.64in,0.0in,air,1:00 AM
05/12/2019,12:54 PM,56,34,44%,SW,6mph,0mph,28.62in,0.0in,air,1:00 AM
05/12/2019,1:54 PM,58,35,42%,SW,5mph,0mph,28.60in,0.0in,air,1:00 AM
05/12/2019,2:54 PM,59,35,41%,WSW,3mph,0mph,28.61in,0.0in,air,1:00 AM
05/12/2019,3:54 PM,58,36,44%,NW,10mph,0mph,28.63in,0.0in,air,1:00 AM
05/12/2019,4:54 PM,52,37,57%,NW,7mph,0mph,28.68in,0.0in,air,1:00 AM
05/12/2019,5:54 PM,48,35,61%,N,17mph,0mph,28.71in,0.0in,air,1:00 AM
05/12/2019,6:54 PM,44,33,65%,NNW,18mph,0mph,28.75in,0.0in,air,1:00 AM
05/12/2019,7:54 PM,40,31,70%,N,16mph,0mph,28.79in,0.0in,air,1:00 AM
05/12/2019,8:54 PM,39,31,73%,N,17mph,28mph,28.83in,0.0in,air,1:00 AM
05/12/2019,9:54 PM,38,31,76%,N,17mph,28mph,28.89in,0.0in,Cloudy,1:00 AM
05/12/2019,10:54 PM,37,30,76%,N,18mph,32mph,28.93in,0.0in,Cloudy,1:00 AM
05/12/2019,11:54 PM,35,28,76%,N,21mph,0mph,28.96in,0.0in,Cloudy / Windy,1:00 AM
06/12/2019,12:54 AM,32,26,79%,N,16mph,25mph,28.98in,0.0in,Partly Cloudy,###############################################################################################################################################################################################################################################################
06/12/2019,1:54 AM,31,25,79%,N,17mph,25mph,29.02in,0.0in,Cloudy,1:00 AM
06/12/2019,2:54 AM,32,25,75%,N,16mph,0mph,29.05in,0.0in,Cloudy,1:00 AM
06/12/2019,3:54 AM,32,25,75%,N,15mph,0mph,29.06in,0.0in,Cloudy,1:00 AM
06/12/2019,4:54 AM,31,23,72%,N,15mph,0mph,29.07in,0.0in,Cloudy,1:00 AM
06/12/2019,5:54 AM,30,23,75%,NNE,10mph,0mph,29.08in,0.0in,Cloudy,1:00 AM
06/12/2019,6:54 AM,28,21,75%,N,14mph,0mph,29.10in,0.0in,Cloudy,1:00 AM
06/12/2019,7:54 AM,27,21,78%,NNE,7mph,0mph,29.13in,0.0in,Cloudy,1:00 AM
06/12/2019,8:54 AM,30,22,72%,N,9mph,0mph,29.15in,0.0in,Cloudy,1:00 AM
06/12/2019,9:54 AM,31,22,69%,N,10mph,0mph,29.16in,0.0in,air,1:00 AM
06/12/2019,10:54 AM,33,23,66%,NNW,7mph,0mph,29.17in,0.0in,air,1:00 AM
06/12/2019,11:54 AM,35,22,59%,N,7mph,0mph,29.16in,0.0in,air,1:00 AM
06/12/2019,12:54 PM,37,22,54%,N,5mph,0mph,29.13in,0.0in,air,1:00 AM
06/12/2019,1:54 PM,37,22,54%,CALM,0mph,0mph,29.10in,0.0in,air,1:00 AM
06/12/2019,2:54 PM,38,21,51%,S,3mph,0mph,29.10in,0.0in,air,1:00 AM
06/12/2019,3:54 PM,39,21,49%,SSE,3mph,0mph,29.10in,0.0in,air,1:00 AM
06/12/2019,4:54 PM,35,20,54%,S,6mph,0mph,29.08in,0.0in,air,1:00 AM
06/12/2019,5:54 PM,32,21,64%,SSE,5mph,0mph,29.09in,0.0in,air,1:00 AM
06/12/2019,6:54 PM,31,21,67%,S,3mph,0mph,29.08in,0.0in,air,1:00 AM
06/12/2019,7:54 PM,24,19,81%,S,8mph,0mph,29.06in,0.0in,air,1:00 AM
06/12/2019,8:54 PM,24,18,77%,S,7mph,0mph,29.05in,0.0in,air,1:00 AM
06/12/2019,9:54 PM,26,19,75%,SSE,6mph,0mph,29.05in,0.0in,air,1:00 AM
06/12/2019,10:54 PM,26,19,75%,SSE,7mph,0mph,29.04in,0.0in,air,1:00 AM
06/12/2019,11:54 PM,24,18,77%,S,6mph,0mph,29.03in,0.0in,air,1:00 AM
07/12/2019,12:54 AM,25,19,78%,SSE,6mph,0mph,29.01in,0.0in,air,###############################################################################################################################################################################################################################################################
07/12/2019,1:54 AM,26,19,75%,SE,5mph,0mph,28.99in,0.0in,air,1:00 AM
07/12/2019,2:54 AM,26,19,75%,S,6mph,0mph,28.98in,0.0in,air,1:00 AM
07/12/2019,3:54 AM,28,20,72%,S,9mph,0mph,28.97in,0.0in,air,1:00 AM
07/12/2019,4:54 AM,28,21,75%,S,6mph,0mph,28.95in,0.0in,air,1:00 AM
07/12/2019,5:54 AM,27,21,78%,S,7mph,0mph,28.94in,0.0in,air,1:00 AM
07/12/2019,6:54 AM,30,22,72%,SSW,12mph,0mph,28.94in,0.0in,air,1:00 AM
07/12/2019,7:54 AM,31,23,72%,SSW,14mph,0mph,28.93in,0.0in,air,1:00 AM
07/12/2019,8:54 AM,33,23,66%,SSW,13mph,0mph,28.92in,0.0in,air,1:00 AM
07/12/2019,9:54 AM,37,24,59%,SSW,15mph,22mph,28.92in,0.0in,air,1:00 AM
07/12/2019,10:54 AM,42,26,53%,SSW,16mph,0mph,28.89in,0.0in,air,1:00 AM
07/12/2019,11:54 AM,47,28,48%,SSW,16mph,0mph,28.86in,0.0in,air,1:00 AM
07/12/2019,12:54 PM,51,29,43%,S,16mph,0mph,28.81in,0.0in,air,1:00 AM
07/12/2019,1:54 PM,54,30,40%,S,17mph,0mph,28.77in,0.0in,air,1:00 AM
07/12/2019,2:54 PM,54,30,40%,S,18mph,26mph,28.73in,0.0in,air,1:00 AM
07/12/2019,3:54 PM,53,30,41%,S,14mph,24mph,28.71in,0.0in,air,1:00 AM
07/12/2019,4:54 PM,49,27,43%,S,15mph,0mph,28.69in,0.0in,air,1:00 AM
07/12/2019,5:54 PM,44,26,49%,S,12mph,0mph,28.68in,0.0in,air,1:00 AM
07/12/2019,6:54 PM,47,26,44%,S,14mph,0mph,28.68in,0.0in,air,1:00 AM
07/12/2019,7:54 PM,44,26,49%,S,13mph,0mph,28.68in,0.0in,air,1:00 AM
07/12/2019,8:54 PM,46,25,44%,S,17mph,24mph,28.67in,0.0in,air,1:00 AM
07/12/2019,9:54 PM,43,25,49%,S,13mph,0mph,28.66in,0.0in,air,1:00 AM
07/12/2019,10:54 PM,42,26,53%,S,15mph,0mph,28.64in,0.0in,air,1:00 AM
07/12/2019,11:54 PM,42,26,53%,SSW,15mph,0mph,28.61in,0.0in,air,1:00 AM
08/12/2019,12:54 AM,41,26,55%,SSW,13mph,0mph,28.59in,0.0in,air,###############################################################################################################################################################################################################################################################
08/12/2019,1:54 AM,40,26,58%,SSW,9mph,0mph,28.59in,0.0in,air,1:00 AM
08/12/2019,2:54 AM,37,26,65%,S,6mph,0mph,28.58in,0.0in,air,1:00 AM
08/12/2019,3:54 AM,35,25,67%,S,6mph,0mph,28.56in,0.0in,air,1:00 AM
08/12/2019,4:54 AM,31,25,79%,SSE,6mph,0mph,28.55in,0.0in,air,1:00 AM
08/12/2019,5:54 AM,33,25,72%,S,5mph,0mph,28.54in,0.0in,air,1:00 AM
08/12/2019,6:54 AM,32,25,75%,CALM,0mph,0mph,28.54in,0.0in,air,1:00 AM
08/12/2019,7:54 AM,30,25,82%,S,5mph,0mph,28.53in,0.0in,air,1:00 AM
08/12/2019,8:54 AM,33,26,75%,CALM,0mph,0mph,28.55in,0.0in,air,1:00 AM
08/12/2019,9:54 AM,36,29,76%,SSW,3mph,0mph,28.55in,0.0in,air,1:00 AM
08/12/2019,10:54 AM,38,30,73%,CALM,0mph,0mph,28.53in,0.0in,air,1:00 AM
08/12/2019,11:54 AM,43,31,62%,CALM,0mph,0mph,28.51in,0.0in,air,1:00 AM
08/12/2019,12:54 PM,47,32,56%,CALM,0mph,0mph,28.48in,0.0in,air,1:00 AM
08/12/2019,1:54 PM,49,32,52%,SSE,7mph,0mph,28.45in,0.0in,air,1:00 AM
08/12/2019,2:54 PM,51,33,50%,CALM,0mph,0mph,28.45in,0.0in,air,1:00 AM
08/12/2019,3:54 PM,49,33,54%,SSE,5mph,0mph,28.44in,0.0in,air,1:00 AM
08/12/2019,4:54 PM,45,33,63%,SSE,5mph,0mph,28.43in,0.0in,air,1:00 AM
08/12/2019,5:54 PM,43,32,65%,SE,6mph,0mph,28.43in,0.0in,air,1:00 AM
08/12/2019,6:54 PM,43,32,65%,E,3mph,0mph,28.43in,0.0in,air,1:00 AM
08/12/2019,7:54 PM,39,31,73%,E,5mph,0mph,28.42in,0.0in,air,1:00 AM
08/12/2019,8:54 PM,38,31,76%,CALM,0mph,0mph,28.41in,0.0in,air,1:00 AM
08/12/2019,9:54 PM,37,31,79%,SE,6mph,0mph,28.38in,0.0in,air,1:00 AM
08/12/2019,10:54 PM,37,32,82%,CALM,0mph,0mph,28.38in,0.0in,air,1:00 AM
08/12/2019,11:54 PM,34,30,85%,CALM,0mph,0mph,28.36in,0.0in,air,1:00 AM
09/12/2019,12:54 AM,31,28,89%,CALM,0mph,0mph,28.35in,0.0in,air,###############################################################################################################################################################################################################################################################
09/12/2019,1:54 AM,34,30,85%,NNW,3mph,0mph,28.32in,0.0in,air,1:00 AM
09/12/2019,2:54 AM,35,31,85%,NE,3mph,0mph,28.36in,0.0in,Mostly Cloudy,1:00 AM
09/12/2019,3:54 AM,39,33,79%,NNW,22mph,30mph,28.39in,0.0in,Mostly Cloudy / Windy,1:00 AM
09/12/2019,4:54 AM,31,26,82%,NNW,31mph,39mph,28.45in,0.0in,Cloudy / Windy,1:00 AM
09/12/2019,5:54 AM,26,18,71%,NNW,24mph,36mph,28.51in,0.0in,Mostly Cloudy / Windy,1:00 AM
09/12/2019,6:54 AM,22,13,68%,NNW,30mph,43mph,28.58in,0.0in,Cloudy / Windy,1:00 AM
09/12/2019,7:54 AM,16,12,84%,NNW,25mph,46mph,28.61in,0.0in,Snow / Windy,1:00 AM
09/12/2019,8:54 AM,18,11,74%,NNW,20mph,30mph,28.64in,0.0in,Unknown Precipitation,1:00 AM
09/12/2019,9:54 AM,19,10,68%,NW,22mph,35mph,28.70in,0.0in,Unknown Precipitation,1:00 AM
09/12/2019,10:54 AM,19,9,65%,NNW,22mph,35mph,28.72in,0.0in,air / Windy,1:00 AM
09/12/2019,11:54 AM,20,9,62%,NW,22mph,37mph,28.71in,0.0in,air / Windy,1:00 AM
09/12/2019,12:54 PM,22,9,58%,NNW,23mph,32mph,28.71in,0.0in,air / Windy,1:00 AM
09/12/2019,1:54 PM,22,9,58%,NNW,22mph,30mph,28.73in,0.0in,air / Windy,1:00 AM
09/12/2019,2:54 PM,23,9,55%,NNW,15mph,26mph,28.75in,0.0in,air,1:00 AM
09/12/2019,3:54 PM,23,8,53%,NW,16mph,0mph,28.77in,0.0in,air,1:00 AM
09/12/2019,4:54 PM,22,9,58%,NW,13mph,20mph,28.80in,0.0in,air,1:00 AM
09/12/2019,5:54 PM,20,9,62%,WNW,5mph,0mph,28.81in,0.0in,air,1:00 AM
09/12/2019,6:54 PM,19,9,65%,WNW,5mph,0mph,28.81in,0.0in,air,1:00 AM
09/12/2019,7:54 PM,17,9,71%,SSW,3mph,0mph,28.81in,0.0in,air,1:00 AM
09/12/2019,8:54 PM,14,7,74%,S,6mph,0mph,28.80in,0.0in,air,1:00 AM
09/12/2019,9:54 PM,14,8,77%,S,3mph,0mph,28.82in,0.0in,air,1:00 AM
09/12/2019,10:54 PM,14,9,80%,S,5mph,0mph,28.83in,0.0in,air,1:00 AM
09/12/2019,11:54 PM,14,9,80%,S,7mph,0mph,28.82in,0.0in,air,1:00 AM
10/12/2019,12:54 AM,14,9,80%,S,3mph,0mph,28.83in,0.0in,air,###############################################################################################################################################################################################################################################################
10/12/2019,1:54 AM,20,12,71%,WSW,6mph,0mph,28.84in,0.0in,Cloudy,1:00 AM
10/12/2019,2:54 AM,23,15,72%,CALM,0mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
10/12/2019,3:54 AM,23,16,74%,CALM,0mph,0mph,28.88in,0.0in,Mostly Cloudy,1:00 AM
10/12/2019,4:54 AM,20,15,81%,WSW,3mph,0mph,28.90in,0.0in,air,1:00 AM
